sample_id,ambient_temp_C,coal_surface_temp_C,delta_T_C,delta_T_rate_per_hr,humidity_pct,solar_radiation_Wm2,wind_speed_kmh,rainfall_last_24h_mm,soil_moisture_pct,coal_surface_moisture_pct,pile_age_days,coal_type_volatile_pct,pile_compaction,crack_width_mm,hotspot_detected,vegetation_stress_index,shc_risk,data_source
SYN-00183,40.3,63.2,22.84,0.671,32.0,664.0,2.8,0.0,10.9,6.8,40,30.7,0,6.75,0,1,0,synthetic_physics_based
SYN-00184,39.3,61.7,22.41,1.423,48.2,333.7,19.4,0.0,16.3,11.3,75,22.8,1,6.88,0,2,1,synthetic_physics_based
SYN-00185,25.7,25.6,-0.03,0.181,69.2,169.9,0.9,0.0,16.0,5.8,1,26.7,1,1.24,0,0,0,synthetic_physics_based
SYN-00186,34.5,64.7,30.19,1.078,86.3,619.2,16.2,6.9,15.8,8.5,65,32.8,1,6.89,1,1,0,synthetic_physics_based
SYN-00187,38.0,57.5,19.48,3.27,82.3,165.5,15.9,0.0,12.6,9.0,62,26.9,0,0.97,0,2,0,synthetic_physics_based
SYN-00188,32.2,44.9,12.73,0.48,76.0,570.6,6.3,24.0,8.3,2.8,54,19.4,0,6.95,0,0,0,synthetic_physics_based
SYN-00189,31.7,48.0,16.34,1.13,77.3,674.1,3.1,29.4,14.9,8.4,60,21.4,1,0.9,0,1,0,synthetic_physics_based
SYN-00190,25.3,53.3,27.96,1.722,69.9,680.6,3.3,0.0,21.3,10.7,46,33.8,0,3.03,0,0,0,synthetic_physics_based
SYN-00191,22.0,31.4,9.34,0.49,45.6,728.1,14.1,0.0,18.8,10.0,5,31.0,1,0.07,0,0,0,synthetic_physics_based
SYN-00192,39.7,64.4,24.64,0.075,84.4,835.6,13.0,0.0,5.1,1.0,22,29.4,0,1.49,0,0,0,synthetic_physics_based
SYN-00193,39.8,55.9,16.04,4.301,70.2,500.0,15.8,7.9,3.4,3.4,53,21.4,0,4.52,0,0,0,synthetic_physics_based
SYN-00194,33.9,66.6,32.62,4.15,63.6,707.2,18.8,18.6,12.5,7.1,70,34.8,1,4.26,1,2,1,synthetic_physics_based
SYN-00195,27.5,48.1,20.68,0.274,36.7,607.3,14.0,3.0,17.7,7.6,32,37.2,1,0.45,0,0,0,synthetic_physics_based
SYN-00196,27.7,30.0,2.28,0.792,56.8,218.0,3.5,0.0,9.0,5.6,11,18.8,1,1.01,0,0,0,synthetic_physics_based
SYN-00197,36.0,44.3,8.32,0.013,57.6,73.1,5.2,1.1,16.3,9.3,10,19.6,1,0.88,0,0,0,synthetic_physics_based
SYN-00198,39.7,54.9,15.12,0.183,81.9,306.1,16.9,0.9,20.7,10.4,39,35.7,1,0.5,0,0,0,synthetic_physics_based
SYN-00199,39.5,55.5,16.03,0.881,62.8,448.7,4.6,11.3,11.7,9.4,31,34.3,1,0.89,0,0,0,synthetic_physics_based
SYN-00200,37.2,41.8,4.61,0.446,52.8,605.4,1.9,0.0,7.6,5.0,12,30.4,1,0.77,0,0,0,synthetic_physics_based
SYN-00201,34.1,65.8,31.69,0.97,88.6,815.0,14.2,10.6,20.4,13.2,80,36.9,0,6.73,1,1,0,synthetic_physics_based
SYN-00202,21.9,39.6,17.71,0.609,36.6,226.6,8.3,0.0,12.0,6.3,38,30.9,0,1.7,0,0,0,synthetic_physics_based
SYN-00203,23.6,38.4,14.79,0.421,55.4,163.0,18.4,0.0,10.7,3.5,67,22.3,1,1.74,0,2,0,synthetic_physics_based
SYN-00204,39.8,69.5,29.74,0.82,32.5,917.1,13.2,0.0,9.7,1.9,66,32.6,0,2.69,0,1,1,synthetic_physics_based
SYN-00205,33.3,46.5,13.21,2.172,74.4,147.2,2.3,0.0,11.0,4.5,52,30.9,0,2.31,0,0,0,synthetic_physics_based
SYN-00206,20.2,31.5,11.33,0.029,85.1,480.6,19.0,15.5,15.8,10.7,5,37.7,1,1.69,0,0,0,synthetic_physics_based
SYN-00207,22.2,38.4,16.16,0.758,46.8,577.0,5.5,0.0,11.2,5.4,11,22.3,1,0.81,0,0,0,synthetic_physics_based
SYN-00208,34.6,47.0,12.37,1.16,81.5,537.2,7.1,0.0,9.2,6.6,25,30.0,1,1.49,0,0,0,synthetic_physics_based
SYN-00209,20.1,36.1,16.02,0.155,47.5,127.4,8.3,0.0,17.1,7.7,35,33.6,0,0.4,0,0,0,synthetic_physics_based
SYN-00210,23.5,31.6,8.06,1.354,84.6,101.3,1.5,0.0,6.9,2.8,35,24.8,1,1.62,0,0,0,synthetic_physics_based
SYN-00211,32.1,41.0,8.9,0.397,75.2,144.9,10.2,26.3,6.8,3.0,22,25.6,1,0.17,0,0,0,synthetic_physics_based
SYN-00212,35.2,48.1,12.84,0.256,78.3,577.0,2.9,0.0,16.2,9.3,37,35.8,1,1.93,0,1,0,synthetic_physics_based
SYN-00213,34.3,54.8,20.48,2.58,31.1,539.9,8.3,0.0,19.5,8.7,86,26.1,0,2.63,0,1,1,synthetic_physics_based
SYN-00214,24.9,46.1,21.12,0.673,87.8,260.4,7.3,13.5,7.6,3.0,55,30.5,0,3.09,0,0,0,synthetic_physics_based
SYN-00215,35.7,68.6,32.93,2.275,73.6,624.0,15.6,0.0,6.6,3.3,75,35.8,0,2.85,1,2,1,synthetic_physics_based
SYN-00216,25.2,52.4,27.14,0.833,48.3,788.1,16.2,0.0,15.7,6.6,72,22.2,0,6.67,0,1,0,synthetic_physics_based
SYN-00217,27.2,43.9,16.79,0.637,79.8,87.4,3.5,0.0,14.8,5.5,64,37.6,0,3.17,0,2,0,synthetic_physics_based
SYN-00218,36.4,47.8,11.43,1.369,46.9,498.3,7.6,20.9,11.5,6.4,20,32.0,0,1.34,0,0,0,synthetic_physics_based
SYN-00219,34.3,39.1,4.81,1.01,82.4,670.4,7.8,0.0,4.8,1.0,4,27.9,1,0.02,0,0,0,synthetic_physics_based
SYN-00220,38.7,43.6,4.91,0.819,36.8,277.1,3.5,0.0,4.7,4.4,18,26.6,1,1.67,0,0,0,synthetic_physics_based
SYN-00221,34.5,55.0,20.56,3.01,72.2,327.0,16.1,25.3,17.8,11.6,51,37.1,1,4.16,0,0,0,synthetic_physics_based
SYN-00222,32.5,55.6,23.13,0.531,62.4,602.3,14.3,0.0,11.6,5.5,68,22.1,0,6.05,0,2,1,synthetic_physics_based
SYN-00223,22.1,36.7,14.67,1.061,35.8,858.1,4.2,0.0,19.3,11.5,20,24.2,0,0.96,0,0,0,synthetic_physics_based
SYN-00224,28.1,44.4,16.29,1.22,44.5,778.9,7.7,0.0,13.9,7.8,9,24.2,0,0.87,0,0,0,synthetic_physics_based
SYN-00225,25.8,50.3,24.5,3.963,30.7,574.8,2.6,23.8,14.8,9.7,80,23.8,0,2.26,0,2,1,synthetic_physics_based
SYN-00226,25.4,41.5,16.09,0.742,58.1,707.2,12.8,0.0,20.7,10.7,26,27.4,0,0.72,0,0,0,synthetic_physics_based
SYN-00227,41.4,55.4,14.04,0.727,48.1,378.3,2.9,6.8,6.1,4.1,25,37.8,1,0.33,0,0,0,synthetic_physics_based
SYN-00228,28.6,66.9,38.21,1.856,65.9,626.9,19.7,0.0,13.3,7.8,68,35.8,1,2.8,1,1,1,synthetic_physics_based
SYN-00229,39.6,54.6,15.01,1.184,47.8,469.6,15.7,0.0,4.1,2.6,41,24.6,1,4.63,0,1,0,synthetic_physics_based
SYN-00230,33.9,54.0,20.08,0.459,48.0,220.9,8.1,0.0,9.8,4.5,59,26.5,1,5.21,0,2,1,synthetic_physics_based
SYN-00231,37.5,62.0,24.51,0.308,74.6,681.6,11.8,0.0,5.8,5.0,45,31.4,1,2.42,0,1,0,synthetic_physics_based
SYN-00232,31.1,44.9,13.86,0.002,32.9,550.8,18.3,0.0,6.6,3.0,41,18.3,1,3.64,0,0,0,synthetic_physics_based
SYN-00233,32.7,43.1,10.39,0.559,84.2,372.8,11.3,0.0,20.8,10.8,38,34.4,1,6.29,0,0,0,synthetic_physics_based
SYN-00234,30.8,47.6,16.77,0.437,81.1,870.2,3.9,0.0,14.6,7.0,19,35.6,1,1.76,0,0,0,synthetic_physics_based
SYN-00235,24.3,29.7,5.42,1.3,70.1,68.8,7.9,0.0,20.0,10.0,14,35.1,1,0.99,0,0,0,synthetic_physics_based
SYN-00236,35.9,45.1,9.24,1.119,65.6,334.2,16.9,0.0,11.4,5.9,21,25.5,1,0.33,0,0,0,synthetic_physics_based
SYN-00237,26.2,36.3,10.13,0.127,83.5,101.2,13.1,0.0,14.4,8.6,15,27.2,0,0.23,0,0,0,synthetic_physics_based
SYN-00238,20.5,29.7,9.2,1.111,41.1,739.9,13.2,0.0,3.6,3.2,3,18.2,1,1.8,0,0,0,synthetic_physics_based
SYN-00239,34.2,52.3,18.05,1.013,34.7,681.9,17.4,0.0,11.9,6.7,37,26.0,1,2.51,0,0,0,synthetic_physics_based
SYN-00240,23.9,41.8,17.89,0.892,44.4,348.2,17.9,22.5,13.7,9.7,46,27.2,1,1.02,0,0,0,synthetic_physics_based
SYN-00241,40.7,54.7,14.01,0.023,77.7,658.1,18.4,15.1,3.3,2.0,16,36.1,0,0.16,0,0,0,synthetic_physics_based
SYN-00242,41.0,55.4,14.42,0.173,32.1,406.3,2.3,0.0,18.0,7.2,14,35.9,0,1.81,0,0,0,synthetic_physics_based
SYN-00243,40.1,50.1,9.94,0.375,65.0,730.6,11.1,6.6,8.6,3.0,9,37.3,1,1.69,0,0,0,synthetic_physics_based
SYN-00244,28.1,31.4,3.21,1.225,89.7,458.8,14.9,0.0,11.6,7.4,7,35.7,1,1.79,0,0,0,synthetic_physics_based
SYN-00245,20.3,27.9,7.58,0.698,81.3,421.1,15.3,0.0,13.2,6.8,14,18.2,0,0.01,0,0,0,synthetic_physics_based
SYN-00246,40.4,55.7,15.3,1.378,61.3,891.3,12.3,4.2,21.9,11.4,6,30.8,1,1.48,0,0,0,synthetic_physics_based
SYN-00247,29.4,48.1,18.7,1.857,33.8,275.8,3.8,26.0,4.9,1.2,85,19.4,1,4.57,0,2,0,synthetic_physics_based
SYN-00248,41.3,47.2,5.93,0.431,79.9,158.4,16.0,0.0,13.6,6.9,15,23.5,0,1.15,0,0,0,synthetic_physics_based
SYN-00249,41.2,61.2,20.05,0.579,65.9,576.1,14.5,18.8,13.1,6.6,52,29.6,1,0.37,0,0,0,synthetic_physics_based
SYN-00250,38.8,66.2,27.4,2.481,36.9,922.4,2.2,13.2,4.3,3.1,72,32.0,0,6.7,0,2,1,synthetic_physics_based
SYN-00251,26.5,40.8,14.34,0.054,35.6,390.1,9.5,14.1,15.0,7.9,34,31.1,1,2.0,0,0,0,synthetic_physics_based
SYN-00252,28.5,26.1,-2.33,0.913,84.6,105.8,3.9,14.8,8.5,6.6,1,19.0,1,1.42,0,0,0,synthetic_physics_based
SYN-00253,38.7,56.0,17.23,3.339,70.2,355.4,7.1,0.0,5.0,1.8,69,20.1,1,0.89,0,1,0,synthetic_physics_based
SYN-00254,27.0,45.0,18.03,1.695,79.8,505.3,0.9,24.7,6.4,3.8,86,20.6,1,2.13,0,2,0,synthetic_physics_based
SYN-00255,23.7,31.6,7.85,1.031,82.7,195.7,8.3,0.0,18.6,7.8,20,19.8,0,1.39,0,0,0,synthetic_physics_based
SYN-00256,32.2,63.2,30.94,1.386,64.3,642.3,11.2,0.0,5.0,3.7,80,21.6,1,3.97,1,1,1,synthetic_physics_based
SYN-00257,40.6,54.5,13.88,0.483,61.0,948.0,12.6,0.0,11.9,4.4,7,31.8,1,0.64,0,0,0,synthetic_physics_based
SYN-00258,35.3,39.4,4.13,0.488,55.8,456.6,13.4,22.7,6.7,4.5,7,34.6,1,1.57,0,0,0,synthetic_physics_based
SYN-00259,32.5,53.7,21.12,0.937,49.0,369.3,16.8,1.5,6.1,1.0,50,26.2,1,4.72,0,0,0,synthetic_physics_based
SYN-00260,22.1,36.2,14.07,0.98,56.1,410.6,4.7,0.0,6.9,2.2,2,31.9,0,1.52,0,0,0,synthetic_physics_based
SYN-00261,33.5,39.4,5.91,3.546,76.4,153.6,2.8,0.0,12.4,8.1,47,22.0,1,5.3,0,0,0,synthetic_physics_based
SYN-00262,41.8,59.1,17.27,1.369,66.1,844.9,17.1,2.0,7.5,6.5,14,37.5,1,1.04,0,0,0,synthetic_physics_based
SYN-00263,23.1,38.1,14.98,0.982,83.6,423.3,3.6,16.7,4.8,1.0,31,25.0,0,1.82,0,0,0,synthetic_physics_based
SYN-00264,31.4,50.9,19.55,1.806,56.6,398.5,19.5,0.0,18.2,8.4,50,34.9,1,6.08,0,1,0,synthetic_physics_based
SYN-00265,39.3,60.9,21.59,0.339,66.4,643.7,16.9,0.0,13.3,10.0,61,36.9,1,4.59,0,2,1,synthetic_physics_based
SYN-00266,36.3,49.7,13.43,1.361,67.9,447.8,10.3,0.0,6.0,3.5,41,35.3,1,1.12,0,0,0,synthetic_physics_based
SYN-00267,35.3,42.5,7.15,0.203,65.5,633.4,19.6,0.0,12.0,5.0,14,19.3,1,1.81,0,0,0,synthetic_physics_based
SYN-00268,35.5,34.2,-1.23,0.218,72.2,105.3,2.4,0.0,4.3,4.6,5,31.0,1,1.99,0,0,0,synthetic_physics_based
SYN-00269,27.9,53.1,25.23,0.43,44.2,782.4,6.4,0.0,14.0,8.6,75,20.4,1,2.77,0,2,0,synthetic_physics_based
SYN-00270,26.5,45.7,19.29,1.435,60.7,896.5,12.9,4.4,9.5,5.4,5,18.1,0,0.33,0,0,0,synthetic_physics_based
SYN-00271,37.8,52.4,14.55,3.371,36.3,633.9,7.3,0.0,5.0,1.0,64,19.0,1,5.24,0,2,1,synthetic_physics_based
SYN-00272,37.8,57.7,19.83,0.617,53.1,909.1,18.6,0.0,6.5,6.7,29,36.3,1,1.11,0,0,0,synthetic_physics_based
SYN-00273,39.1,59.8,20.71,1.321,59.3,186.3,1.8,0.0,9.6,5.7,75,36.2,1,4.0,0,2,1,synthetic_physics_based
SYN-00274,40.1,49.7,9.65,0.343,69.1,479.7,11.2,13.7,18.3,9.6,5,22.5,1,1.26,0,0,0,synthetic_physics_based
SYN-00275,31.2,45.8,14.58,1.497,87.0,591.6,12.0,18.7,6.3,5.7,36,28.9,0,2.07,0,1,0,synthetic_physics_based
SYN-00276,31.0,60.0,29.01,0.44,66.0,573.6,13.2,0.0,5.1,1.4,79,37.1,0,4.82,0,2,1,synthetic_physics_based
SYN-00277,37.6,42.0,4.45,1.398,74.6,411.3,5.5,0.0,12.8,5.4,19,27.9,1,0.52,0,0,0,synthetic_physics_based
SYN-00278,34.3,58.9,24.59,1.359,60.4,354.3,7.6,0.0,13.6,6.0,64,25.9,0,5.97,0,1,0,synthetic_physics_based
SYN-00279,35.4,51.8,16.33,1.392,68.0,164.1,17.0,0.0,4.7,2.0,22,27.7,1,1.68,0,0,0,synthetic_physics_based
SYN-00280,37.5,53.6,16.1,0.504,34.3,402.6,4.3,17.6,8.4,4.7,34,33.8,0,1.27,0,0,0,synthetic_physics_based
SYN-00281,39.6,61.3,21.67,0.44,45.3,196.4,16.6,0.0,8.0,5.4,56,27.5,0,1.58,0,2,0,synthetic_physics_based
SYN-00282,27.4,41.1,13.64,1.427,51.7,710.9,11.5,0.0,6.5,1.7,17,33.7,0,0.65,0,0,0,synthetic_physics_based
SYN-00283,28.3,48.6,20.33,4.359,58.3,237.9,15.4,0.0,9.0,5.4,76,26.6,1,5.9,0,1,1,synthetic_physics_based
SYN-00284,22.1,43.1,21.02,3.368,32.7,102.7,14.4,0.0,3.7,1.1,89,23.0,1,4.24,0,1,1,synthetic_physics_based
SYN-00285,32.7,49.6,16.88,1.562,38.4,547.1,4.5,0.0,15.4,8.3,56,24.5,1,0.99,0,2,0,synthetic_physics_based
SYN-00286,20.8,32.1,11.33,0.711,46.6,585.7,11.6,0.0,21.8,13.8,17,19.6,1,1.13,0,0,0,synthetic_physics_based
SYN-00287,30.2,59.2,28.98,2.816,88.3,834.7,17.4,0.0,15.0,9.0,74,27.9,0,3.43,0,2,1,synthetic_physics_based
SYN-00288,31.9,56.8,24.81,0.398,49.9,569.3,8.9,25.6,9.9,6.3,82,21.0,0,4.8,0,1,0,synthetic_physics_based
SYN-00289,26.3,37.3,10.99,1.183,58.9,360.9,19.3,0.0,15.7,7.7,18,34.2,1,0.28,0,0,0,synthetic_physics_based
SYN-00290,33.0,52.0,19.02,1.014,41.8,772.7,9.3,0.0,13.9,10.5,45,26.4,1,5.91,0,1,0,synthetic_physics_based
SYN-00291,20.7,49.2,28.53,1.992,66.6,536.3,3.3,10.3,19.1,11.5,78,33.3,0,2.73,0,2,0,synthetic_physics_based
SYN-00292,20.8,44.2,23.38,1.098,46.8,121.4,8.1,0.0,14.8,7.5,56,37.1,1,0.49,0,1,0,synthetic_physics_based
SYN-00293,38.1,72.0,33.94,3.545,42.4,559.3,19.1,0.0,15.0,10.0,80,35.0,1,5.6,1,2,1,synthetic_physics_based
SYN-00294,27.9,58.6,30.7,2.354,61.0,867.2,6.7,0.0,7.2,4.8,50,37.0,0,4.58,1,0,1,synthetic_physics_based
SYN-00295,22.8,52.2,29.39,1.602,30.3,406.7,17.4,0.0,10.9,4.1,58,29.4,0,5.65,0,1,1,synthetic_physics_based
SYN-00296,31.5,35.1,3.62,1.109,30.5,316.7,17.7,21.6,9.5,5.5,18,21.3,1,0.01,0,0,0,synthetic_physics_based
SYN-00297,36.9,66.6,29.71,2.867,43.1,179.1,7.3,21.3,3.2,1.0,80,36.7,0,0.32,0,1,1,synthetic_physics_based
SYN-00298,24.7,51.4,26.62,3.098,32.2,186.3,2.1,0.0,9.0,1.9,81,35.4,0,0.7,0,2,1,synthetic_physics_based
SYN-00299,33.7,44.0,10.34,1.034,36.5,439.5,14.6,0.0,12.2,6.1,7,35.3,1,1.25,0,0,0,synthetic_physics_based
SYN-00300,21.9,51.7,29.81,1.225,50.3,586.1,6.6,28.7,14.4,9.6,76,31.9,1,5.68,0,1,0,synthetic_physics_based
SYN-00301,21.1,22.8,1.63,0.344,78.2,122.6,15.8,0.0,20.8,13.6,10,30.5,1,0.02,0,0,0,synthetic_physics_based
SYN-00302,31.7,52.0,20.34,4.103,64.3,895.6,9.1,17.7,7.5,3.4,69,18.3,0,6.99,0,2,1,synthetic_physics_based
SYN-00303,31.9,66.4,34.46,1.783,60.8,729.6,10.0,0.0,5.9,2.8,85,33.0,1,5.36,1,2,1,synthetic_physics_based
SYN-00304,34.0,40.5,6.48,0.103,47.6,578.0,15.7,0.0,19.5,12.8,3,19.8,1,1.78,0,0,0,synthetic_physics_based
SYN-00305,36.0,62.8,26.85,3.543,85.9,795.6,8.0,0.0,20.9,12.5,83,23.2,0,6.89,0,1,1,synthetic_physics_based
SYN-00306,41.5,57.0,15.58,1.444,53.8,122.2,9.1,0.0,12.3,7.5,44,29.0,0,2.35,0,0,0,synthetic_physics_based
SYN-00307,31.4,49.5,18.15,1.366,35.2,479.2,7.8,0.0,5.2,3.1,70,27.0,1,1.33,0,2,0,synthetic_physics_based
SYN-00308,27.1,38.2,11.08,1.336,67.0,617.1,7.7,0.0,12.2,7.8,14,18.3,1,1.11,0,0,0,synthetic_physics_based
SYN-00309,37.5,55.4,17.91,0.562,36.8,795.8,10.8,0.0,5.1,2.7,4,34.5,1,1.57,0,0,0,synthetic_physics_based
SYN-00310,26.0,41.1,15.14,0.284,50.7,755.1,16.3,0.0,19.8,13.2,18,35.6,0,0.94,0,0,0,synthetic_physics_based
SYN-00311,29.7,53.7,24.07,0.569,60.4,299.4,7.6,10.8,16.5,8.9,52,31.6,1,6.92,0,0,0,synthetic_physics_based
SYN-00312,21.7,38.6,16.92,0.106,82.5,896.8,10.7,0.0,7.6,4.0,38,28.8,1,6.5,0,0,0,synthetic_physics_based
SYN-00313,20.6,54.8,34.21,2.457,59.6,161.9,13.6,0.0,19.8,7.8,80,37.2,1,6.62,1,2,1,synthetic_physics_based
SYN-00314,41.2,57.8,16.64,0.038,72.1,837.6,5.8,0.0,15.1,9.9,20,20.4,1,1.28,0,0,0,synthetic_physics_based
SYN-00315,38.4,71.3,32.87,1.859,89.6,923.8,5.9,17.3,21.1,10.2,88,32.8,0,4.91,1,2,0,synthetic_physics_based
SYN-00316,35.3,49.4,14.05,0.067,37.9,209.4,18.7,4.9,21.6,8.3,44,20.6,1,0.84,0,0,0,synthetic_physics_based
SYN-00317,29.0,52.5,23.48,2.113,46.5,699.9,14.6,0.0,3.1,1.4,51,25.6,0,5.39,0,0,0,synthetic_physics_based
SYN-00318,23.8,35.3,11.51,1.228,53.7,86.3,11.8,0.0,5.3,2.4,19,29.7,0,0.03,0,0,0,synthetic_physics_based
SYN-00319,23.4,42.1,18.63,3.75,55.3,414.9,13.1,0.0,13.4,8.0,68,32.7,1,5.91,0,1,0,synthetic_physics_based
SYN-00320,25.5,39.0,13.51,3.122,54.7,514.7,1.1,0.0,21.2,12.6,66,18.1,1,6.74,0,2,1,synthetic_physics_based
SYN-00321,32.1,46.7,14.59,1.42,84.5,572.6,12.6,0.0,21.9,10.8,13,23.2,0,0.46,0,0,0,synthetic_physics_based
SYN-00322,35.7,74.6,38.89,3.586,72.8,892.3,10.4,0.0,13.8,11.7,62,28.8,1,0.73,1,2,1,synthetic_physics_based
SYN-00323,34.5,61.5,26.96,2.376,66.5,655.0,11.1,0.0,6.3,3.2,61,28.7,0,3.49,0,2,1,synthetic_physics_based
SYN-00324,26.2,44.3,18.1,0.44,48.6,483.2,7.5,9.6,6.1,1.0,30,30.8,1,0.72,0,0,0,synthetic_physics_based
SYN-00325,41.0,56.2,15.16,1.184,79.4,778.7,2.1,0.0,17.5,12.0,30,24.1,1,0.32,0,0,0,synthetic_physics_based
SYN-00326,36.2,61.8,25.6,4.284,87.3,905.5,4.3,0.0,14.2,8.9,51,28.8,0,4.94,0,1,1,synthetic_physics_based
SYN-00327,32.2,46.5,14.33,1.197,79.3,69.9,19.0,0.0,13.4,8.0,88,21.8,0,5.78,0,2,0,synthetic_physics_based
SYN-00328,33.5,58.8,25.3,3.727,30.1,934.3,8.5,0.0,11.8,5.9,48,21.7,0,1.39,0,1,1,synthetic_physics_based
SYN-00329,29.2,42.9,13.71,0.999,68.2,127.5,9.6,28.9,16.8,9.3,33,29.5,0,0.24,0,0,0,synthetic_physics_based
SYN-00330,25.5,57.8,32.32,2.109,33.1,782.9,1.5,0.0,19.3,7.4,74,31.7,0,4.32,1,1,1,synthetic_physics_based
SYN-00331,27.8,49.5,21.66,3.051,45.5,302.3,1.2,0.0,8.8,4.4,82,20.4,1,1.24,0,2,1,synthetic_physics_based
SYN-00332,36.7,42.4,5.73,0.761,33.6,169.0,14.5,0.0,7.2,7.6,19,20.5,0,1.03,0,0,0,synthetic_physics_based
SYN-00333,20.3,49.7,29.37,3.396,66.2,445.9,11.0,0.0,15.7,7.2,71,29.3,1,6.0,0,2,1,synthetic_physics_based
SYN-00334,22.6,40.0,17.42,3.198,71.2,629.6,10.4,0.0,20.4,11.5,57,23.4,0,6.81,0,1,0,synthetic_physics_based
SYN-00335,21.0,36.9,15.89,1.125,36.9,392.9,5.2,0.0,9.6,2.8,19,25.8,1,1.3,0,0,0,synthetic_physics_based
SYN-00336,20.9,38.3,17.44,2.677,53.0,99.1,15.0,0.0,8.2,3.7,88,26.0,0,6.47,0,2,1,synthetic_physics_based
SYN-00337,38.8,62.1,23.33,0.744,57.4,589.5,3.8,12.8,7.3,2.1,79,21.6,0,1.1,0,2,0,synthetic_physics_based
SYN-00338,35.5,50.4,14.89,0.656,52.1,862.2,4.2,0.0,7.8,5.0,41,18.0,1,6.83,0,0,0,synthetic_physics_based
SYN-00339,30.4,50.7,20.32,1.437,37.3,394.9,9.5,17.2,5.6,3.4,42,35.1,0,0.43,0,0,0,synthetic_physics_based
SYN-00340,22.2,49.5,27.4,1.593,55.1,244.7,6.1,4.0,14.3,5.9,87,32.3,1,3.79,0,2,1,synthetic_physics_based
SYN-00341,30.8,54.4,23.58,4.081,75.1,448.3,5.3,20.4,8.3,4.7,52,31.8,1,2.18,0,0,0,synthetic_physics_based
SYN-00342,30.4,25.9,-4.51,0.695,34.3,93.5,13.1,0.0,14.7,8.3,4,28.9,1,0.12,0,0,0,synthetic_physics_based
SYN-00343,23.8,37.8,14.03,0.972,34.8,788.4,13.2,13.5,4.6,2.8,4,32.0,0,0.0,0,0,0,synthetic_physics_based
SYN-00344,29.5,45.2,15.65,0.018,51.3,793.7,16.6,4.7,5.2,4.1,5,36.7,0,1.81,0,0,0,synthetic_physics_based
SYN-00345,28.8,44.5,15.7,0.499,86.5,579.2,8.6,0.0,13.2,9.6,41,31.3,1,3.02,0,1,0,synthetic_physics_based
SYN-00346,33.5,58.1,24.54,2.798,70.1,367.8,1.9,0.0,12.7,6.1,87,23.3,1,0.64,0,1,1,synthetic_physics_based
SYN-00347,34.0,51.6,17.65,3.473,70.7,769.8,5.8,10.2,8.2,4.0,61,29.4,0,2.17,0,1,0,synthetic_physics_based
SYN-00348,21.0,45.6,24.65,0.881,51.7,549.2,19.6,27.1,18.7,10.0,75,26.8,0,4.58,0,2,0,synthetic_physics_based
SYN-00349,28.2,59.5,31.29,3.731,65.6,793.3,12.1,0.0,6.6,1.7,55,29.1,0,2.2,1,0,1,synthetic_physics_based
SYN-00350,33.8,60.4,26.63,2.633,30.6,618.3,14.3,29.9,9.9,3.9,75,28.4,1,1.87,0,1,1,synthetic_physics_based
SYN-00351,31.1,43.9,12.8,1.371,68.2,756.0,0.6,0.0,13.6,8.3,13,35.2,0,1.0,0,0,0,synthetic_physics_based
SYN-00352,38.8,51.4,12.59,0.997,84.8,588.7,10.6,0.0,19.5,13.6,14,31.0,1,0.33,0,0,0,synthetic_physics_based
SYN-00353,34.5,52.3,17.77,1.962,66.8,422.7,1.2,0.0,11.0,4.5,60,21.8,0,3.78,0,2,0,synthetic_physics_based
SYN-00354,23.6,52.9,29.34,1.545,82.4,912.2,11.6,0.0,10.6,9.3,72,19.3,1,4.83,0,2,1,synthetic_physics_based
SYN-00355,21.6,36.0,14.42,1.254,73.4,537.0,18.5,0.0,14.0,6.9,25,26.5,0,0.95,0,0,0,synthetic_physics_based
SYN-00356,34.1,58.9,24.73,4.078,37.2,594.6,19.4,0.0,9.0,6.8,82,18.3,1,1.04,0,2,1,synthetic_physics_based
SYN-00357,20.6,33.7,13.07,0.237,84.1,248.4,11.0,0.0,16.5,9.7,44,24.4,0,4.6,0,0,0,synthetic_physics_based
SYN-00358,32.9,56.6,23.71,3.856,34.0,613.1,9.4,0.0,7.7,4.5,82,25.4,0,3.99,0,2,1,synthetic_physics_based
SYN-00359,40.7,46.1,5.39,1.475,62.0,564.4,18.9,0.0,18.6,9.6,10,25.5,0,0.97,0,0,0,synthetic_physics_based
SYN-00360,32.7,59.4,26.75,4.133,38.5,216.4,13.6,21.3,8.2,4.5,71,37.6,0,2.44,0,1,0,synthetic_physics_based
SYN-00361,28.5,30.1,1.61,0.781,30.7,103.6,1.8,0.0,21.9,11.0,50,24.1,0,1.45,0,0,0,synthetic_physics_based
SYN-00362,34.2,44.9,10.71,1.49,55.3,593.9,9.6,19.8,9.0,6.4,44,23.3,1,1.19,0,1,0,synthetic_physics_based
SYN-00363,30.1,38.5,8.41,1.156,47.7,737.3,5.2,0.6,19.7,12.5,14,20.6,1,0.73,0,0,0,synthetic_physics_based
SYN-00364,32.0,46.6,14.55,0.776,59.2,521.1,9.7,0.0,10.5,4.8,15,28.2,0,1.42,0,0,0,synthetic_physics_based
SYN-00365,40.7,41.5,0.81,0.584,64.6,254.1,9.4,28.0,7.7,1.8,16,21.1,1,0.93,0,0,0,synthetic_physics_based
SYN-00366,28.5,41.1,12.64,0.889,32.6,649.9,11.9,23.1,7.3,3.5,2,30.3,1,0.3,0,0,0,synthetic_physics_based
